year,hum_dist,site,plot,User Processing files,DEM & ORTHO UPLOAD COMPLETE,DEM.scale,PLOT SHAPEFILE CREATED,PLOT AREA DIGITIZED,CLIP DEM RASTER TO SHAPEFILE AREA FOR STRUCTURAL ANALYSES,OBJECTID *,SHAPE *,SHAPE_Length,SHAPE_Area,Z_Min,Z_Max,Z_Mean,SArea,Min_Slope,Max_Slope,Avg_Slope,Complexity Calculation,surface.rugosity,CREATE BTM SLOPE RASTER,slope,CREATE BTM VRM RASTER,Avg_terrain_ruggedness (VRM),CREATE CURVATURE RASTERS,average.curvature,profile.curvature,planform.curvature
2016b,Very High,30,2,KB,X,4,X,X,X,1,Polygon,16.01123,15.99858,-5.29684,-4.02483,-4.7602,22.26734,0.66578,10000,128.32004,1.39183,1.39183,X,31.23729,X,0.06595,X,-4.66415,175.30833,170.64418
2016b,Very High,30,2,KB,X,8,X,X,X,1,Polygon,16.01123,15.99858,-5.27557,-4.03975,-4.76026,19.47619,1.09256,10000,86.93472,1.21737,1.21737,X,24.81128,X,0.04767,X,-11.23384,106.20436,94.97051
2016b,Very High,30,3,KB,X,4,X,X,X,1,Polygon,16.20872,16.01256,-5.47225,-4.63611,-5.13692,22.6273,0.90614,10000,130.00515,1.4131,1.4131,X,32.60539,X,0.06752,X,-9.33302,164.54696,155.21395
2016b,Very High,30,3,KB,X,8,X,X,X,1,Polygon,16.20872,16.01256,-5.44676,-4.64043,-5.13656,19.61528,0.83034,10000,86.39106,1.22499,1.22499,X,26.04639,X,0.05466,X,-2.0635,96.54174,94.47824
2016b,Medium,34,1,KB,X,4,X,X,X,1,Polygon,16.10636,16.00776,4.31349,5.13109,4.64053,21.84488,0.68581,10000,119.47865,1.36464,1.36464,X,30.80689,X,0.05625,X,-3.32374,113.00083,95.13082
2016b,Medium,34,1,KB,X,8,X,X,X,1,Polygon,16.10636,16.00776,4.3186,5.10667,4.63531,19.14844,1.12056,10000,80.97297,1.1962,1.1962,X,25.28192,X,0.04531,X,-2.7061,85.53702,82.83092
2016b,Medium,34,2,KB,X,4,X,X,X,1,Polygon,16.03164,16.0048,4.61456,5.78892,5.27949,21.29631,0.10308,10000,104.77642,1.33062,1.33062,X,31.46124,X,0.0518,X,22.64778,66.60504,89.25281
2016b,Medium,34,2,KB,X,8,X,X,X,1,Polygon,16.03164,16.0048,4.64123,5.75303,5.28101,18.79241,0.34347,10000,74.43856,1.17417,1.17417,X,25.64321,X,0.03933,X,18.65542,37.72017,56.37558
2016b,Medium,34,3,KB,X,4,X,X,X,1,Polygon,16.14002,16.00619,4.88361,6.53383,5.5395,21.33554,0.48083,10000,111.44319,1.33296,1.33296,X,30.83329,X,0.04461,X,11.22435,46.24166,57.46602
2016b,Medium,34,3,KB,X,8,X,X,X,1,Polygon,16.14002,16.00619,4.91443,6.49096,5.53672,18.44348,1.95556,10000,70.28513,1.15227,1.15227,X,26.2059,X,0.02817,X,6.42901,19.96662,26.39563
2016b,Medium,35,1,KB,X,4,X,X,X,1,Polygon,16.05099,16.00581,4.25431,5.47434,4.9831,21.15841,0.28017,10000,102.66138,1.32192,1.32192,X,31.38983,X,0.05187,X,20.03932,63.70462,83.74393
2016b,Medium,35,1,KB,X,8,X,X,X,1,Polygon,16.05099,16.00581,4.33424,5.45841,4.98254,18.69443,2.12849,10000,70.22148,1.16798,1.16798,X,25.49998,X,0.04063,X,18.59868,31.17565,49.77433
2016b,Medium,35,2,KB,X,4,X,X,X,1,Polygon,16.29018,16.00442,4.85137,6.52416,5.5282,22.75343,0.60699,10000,130.64107,1.4217,1.4217,X,34.29245,X,0.05968,X,27.3919,71.5332,98.9251
2016b,Medium,35,2,KB,X,8,X,X,X,1,Polygon,16.29018,16.00442,4.98066,6.51148,5.53003,19.51731,2.01386,10000,85.29897,1.2195,1.2195,X,28.81309,X,0.04719,X,25.91347,28.57664,54.49012
2016b,Medium,35,3,KB,X,4,X,X,X,1,Polygon,16.17988,16.00582,3.51533,5.20902,4.31945,24.80828,0.39319,10000,162.48437,1.54995,1.54995,X,37.5206,X,0.07453,X,12.28333,61.82729,74.11062
2016b,Medium,35,3,KB,X,8,X,X,X,1,Polygon,16.17988,16.00582,3.49962,5.23405,4.32138,31.22179,0.10171,10000,390.35246,1.95065,1.95065,X,31.39228,X,0.05698,X,10.68182,26.3146,36.99641
